RepRapFirmware height map file v2 generated at 2022-11-21 19:27, min error -0.088, max error 0.047, mean -0.011, deviation 0.040
axis0,axis1,min0,max0,min1,max1,radius,spacing0,spacing1,num0,num1
X,Y,179.25,320.75,185.43,314.57,-1.00,70.74,64.56,3,3
 -0.013,  0.036,  0.047
 -0.053,  0.003,  0.016
 -0.088, -0.031, -0.019
